Estado,RMS_Ax,Varianza_Ay,Media_Az,Energia_Axyz,Jerk_Az,EntropiaEspectral_Az,Correlacion_AxAy,Varianza_Wz,Energia_Wxyz,Sujeto
REPOSO,0.10726677725572772,0.0005184638995582215,0.9876965892165623,6642.3453961899995,0.19274244004170987,5.851759671952424,-0.7626167417466949,1.9672412136392585,66555.73297802001,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,0.114935737897983,0.0034262968378698223,1.0138030769230768,68.03138925,2.432812499999998,1.8861415573750535,-0.7654252511949471,127.39361316305325,157204.95444208998,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,1.6166310119181966,1.0399495207419662,1.4400999999999997,306.27240469000003,36.044222222222224,1.6063780432762247,-0.7628987183188445,33071.19388679976,3308847.56914332,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,1.7762342279251433,1.431336191078676,1.3748245283018872,397.57163705,41.87980769230769,1.8558074082972027,-0.719268919394753,36274.01126732694,4125109.69000139,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,0.09289277689896024,0.005526477104,1.03747,54.74696290999999,1.7924489795918375,1.8476182453209753,-0.22360807773934963,165.638821512836,161936.35646819,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,2.3223075012950867,3.001328565012245,1.492451428571429,444.62129259999995,66.33823529411765,1.433697781898365,-0.6746362345675895,63173.82599241849,4759075.237216661,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,1.5539169971510984,1.3048121447152972,1.3061508771929826,379.32073132000005,38.145714285714284,2.1254153569406937,-0.6066776534725873,32326.027154623862,4165584.7912454098,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,0.09834326076948796,0.001944908038317368,1.0653489795918367,56.446862,1.9122916666666672,1.8117562150871527,-0.5590387968830345,24.575008071836734,196726.90604585,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,1.4985101517006816,2.53460700649375,1.4675974999999999,325.28475564999997,48.334615384615375,1.880402631282679,-0.6045561745303805,62791.72044941498,5038482.70320396,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,0.11803497363069981,0.0008398880880177515,1.0810903846153845,61.94555808,1.8760784313725483,1.8336451654589283,0.3962209969174673,12.99087007924556,231248.69130468,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,1.9433454124141747,2.6871558053539557,1.4284463414634145,394.73003047000003,55.06325,1.6329636526449807,-0.7030130901694731,32967.25240787015,3873022.56701423,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,0.12366389484764292,0.0029773967283950615,1.1200444444444448,46.60507384,3.5937142857142854,1.8417462237132252,0.29650694341451517,3.959969145154322,168562.98936146998,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,1.657672801823984,1.3163933010924822,1.4122697674418607,300.00364709,40.72261904761905,1.6214006646324899,-0.5560597926994945,38571.06707303733,3940470.85030667,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,1.9633266990620792,2.636770676,1.388055,390.68068565,60.354615384615386,1.895164023034646,-0.6043263747755548,40368.55584262478,4305095.3403607905,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,2.107431061467304,2.532800806425095,1.3435837209302326,429.32126280999995,42.812619047619044,1.5387864150868047,-0.5936574361985103,37538.36437484852,4334693.52392288,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,0.1358261281814887,0.008291881279916754,1.081024193548387,74.57765192999999,1.5070491803278685,1.8037670303427331,0.8761466541343459,81.63254341338451,283100.98470662,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,1.700998625910332,1.490697854061655,1.344006976744186,316.27603293000004,52.35404761904762,1.730692401682915,-0.5532527954113285,42119.27502706443,4403521.760433919,SUGETO1_M_ESTUDIOCOMPLETO1
SALTO,2.0015863210315312,0.00034513380569758955,0.9653243243243241,183.77536582999997,5.774444444444444,1.8638357977015465,0.8896089450972867,3.0522371821329433,15744.361691900001,SUGETO1_M_ESTUDIOCOMPLETO1
REPOSO,0.1518336196966121,0.014656186229609111,0.9915631578947369,58.7853261,1.656071428571428,1.7449780804234214,-0.6439939896950158,440.3617285349584,260346.78331533002,SUGETO1_M_ESTUDIOCOMPLETO2
SALTO,0.4311381358626513,0.07858559551457467,1.0066560975609755,52.96703274000001,2.186500000000001,1.7344164859653237,-0.6457852488517868,573.738152735598,44412.64289923,SUGETO1_M_ESTUDIOCOMPLETO2
SALTO,3.755837674303069,0.0013025063038548752,0.896695238095238,315.00044168,20.358,2.0361746587697933,0.9759066421041832,16.331858991972787,31177.98022714,SUGETO1_M_ESTUDIOCOMPLETO2
SALTO,6.503898183177752,0.0036109357142857144,0.6991642857142857,602.02976269,15.65230769230769,2.3282196562305137,0.9998735194784817,0.13685677739795918,61272.15271395,SUGETO1_M_ESTUDIOCOMPLETO2
SALTO,0.3360221774674999,0.0670833677734375,0.96480625,19.10007482,21.814666666666664,1.915754778380093,-0.047463265818982754,1770.6763989018357,128397.45839022001,SUGETO1_M_ESTUDIOCOMPLETO2
SALTO,0.13105532922465157,0.014092994938016528,1.1301886363636364,58.52841232,3.6946511627906977,1.8883354386138314,0.5395080553542366,104.16832145444214,293653.08734913997,SUGETO1_M_ESTUDIOCOMPLETO2
SALTO,1.914617760111227,2.0290684339950618,1.4174222222222224,404.28990107000004,51.920454545454554,1.9499144159871298,-0.5233713391753073,37876.335208815624,4837246.49276826,SUGETO1_M_ESTUDIOCOMPLETO2
