address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	q0	q1	q2	q3 
0x50	13:34:23.500	-0.0781	0.0581	1.0249	5.1880	0.5493	7.9346	3.3508	3.1696	-158.9392	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.502	-0.0698	0.0688	1.0190	4.5776	0.7324	7.9956	3.3783	3.1696	-158.9008	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.502	-0.0737	0.0806	1.0112	3.6621	1.1597	7.0801	3.4003	3.1696	-158.8623	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.502	-0.0557	0.0762	1.0215	2.8076	2.8687	6.1035	3.4167	3.1805	-158.8293	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.502	-0.0688	0.0864	1.0161	1.7700	3.2349	5.7983	3.4277	3.1970	-158.8019	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.522	-0.0718	0.0845	1.0137	0.4883	3.1128	5.7983	3.4387	3.2135	-158.7689	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.533	-0.0679	0.0791	1.0127	-0.3662	2.9297	5.7983	3.4387	3.2245	-158.7415	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.533	-0.0649	0.0737	1.0117	-1.0986	3.3569	5.4321	3.4332	3.2410	-158.7140	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.547	-0.0640	0.0679	1.0078	-1.2817	4.0283	5.0659	3.4332	3.2574	-158.6865	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.547	-0.0615	0.0728	1.0059	-1.7700	4.5776	4.3945	3.4222	3.2794	-158.6591	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.559	-0.0581	0.0757	1.0005	-2.3804	5.2490	4.0894	3.4167	3.3014	-158.6371	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.559	-0.0542	0.0791	1.0015	-2.9297	6.1035	3.5400	3.4003	3.3289	-158.6206	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.559	-0.0571	0.0825	0.9971	-3.5400	6.3477	2.9297	3.3893	3.3618	-158.5986	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.559	-0.0566	0.0840	0.9971	-4.3335	6.6528	2.3193	3.3673	3.3948	-158.5876	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.559	-0.0586	0.0825	0.9980	-5.0049	6.6528	1.4648	3.3453	3.4277	-158.5767	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.559	-0.0498	0.0791	0.9980	-5.4932	7.1411	0.6714	3.3179	3.4607	-158.5712	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.559	-0.0459	0.0791	0.9941	-6.1035	7.8125	0.0000	3.2904	3.4991	-158.5657	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.559	-0.0396	0.0811	0.9907	-6.4087	8.4229	-0.2441	3.2574	3.5376	-158.5657	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.559	-0.0400	0.0859	0.9902	-7.0801	8.9111	-0.6714	3.2245	3.5815	-158.5657	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.561	-0.0439	0.0850	0.9946	-7.7515	9.3994	-1.0376	3.1860	3.6310	-158.5657	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.561	-0.0483	0.0786	0.9995	-8.2397	9.5215	-1.5869	3.1476	3.6804	-158.5712	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.561	-0.0532	0.0713	1.0024	-8.7891	9.5825	-2.1973	3.1036	3.7299	-158.5767	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.561	-0.0581	0.0605	1.0024	-8.7891	9.5215	-2.6245	3.0597	3.7738	-158.5876	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.561	-0.0615	0.0552	0.9990	-8.6670	9.5825	-2.8687	3.0157	3.8232	-158.5986	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.561	-0.0620	0.0542	0.9980	-8.5449	9.5215	-3.1128	2.9718	3.8727	-158.6151	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.561	-0.0635	0.0513	1.0010	-8.3618	9.4604	-3.4790	2.9279	3.9221	-158.6261	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.561	-0.0640	0.0498	1.0034	-8.1787	9.3384	-3.9673	2.8839	3.9716	-158.6426	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.561	-0.0664	0.0503	1.0049	-7.9346	9.1553	-4.4556	2.8455	4.0155	-158.6646	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.561	-0.0679	0.0474	1.0015	-7.5684	8.9111	-5.0049	2.8015	4.0649	-158.6865	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.561	-0.0718	0.0474	0.9990	-7.1411	8.6670	-5.2490	2.7631	4.1089	-158.7085	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.563	-0.0742	0.0488	0.9946	-6.7139	8.4839	-5.7983	2.7301	4.1528	-158.7360	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.576	-0.0752	0.0488	0.9907	-6.4087	8.1787	-6.1646	2.6971	4.1968	-158.7634	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.576	-0.0776	0.0493	0.9868	-6.1646	7.9346	-6.5918	2.6587	4.2407	-158.7964	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.576	-0.0796	0.0522	0.9888	-6.1035	7.6294	-6.9580	2.6257	4.2792	-158.8293	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.576	-0.0811	0.0508	0.9922	-5.9204	7.5684	-7.1411	2.5928	4.3176	-158.8623	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.576	-0.0767	0.0493	0.9961	-5.8594	7.5684	-7.5073	2.5653	4.3616	-158.9008	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.576	-0.0728	0.0444	1.0010	-6.1035	7.6294	-7.8125	2.5323	4.4000	-158.9337	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.576	-0.0684	0.0352	1.0068	-5.6763	7.8735	-7.7515	2.4994	4.4385	-158.9722	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.576	-0.0718	0.0288	1.0122	-5.1880	7.9956	-7.7515	2.4719	4.4824	-159.0106	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.576	-0.0752	0.0249	1.0190	-4.6387	8.2397	-7.6294	2.4445	4.5264	-159.0491	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.576	-0.0781	0.0244	1.0308	-3.8452	8.7891	-7.7515	2.4170	4.5703	-159.0875	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.576	-0.0762	0.0234	1.0303	-3.2349	9.2773	-7.8735	2.4005	4.6143	-159.1260	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.576	-0.0732	0.0190	1.0210	-2.7466	9.4604	-7.8125	2.3785	4.6637	-159.1589	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.579	-0.0786	0.0195	1.0117	-1.9531	9.5825	-7.3242	2.3676	4.7131	-159.1974	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.579	-0.0894	0.0215	1.0142	-1.8311	9.3994	-6.6528	2.3566	4.7626	-159.2303	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.579	-0.1016	0.0098	1.0308	-1.2817	8.9722	-6.6528	2.3456	4.8120	-159.2633	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.579	-0.0986	0.0024	1.0308	-0.4272	8.5449	-6.2256	2.3346	4.8560	-159.2908	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.579	-0.0938	0.0020	1.0215	0.6104	8.3008	-5.4932	2.3346	4.8999	-159.3182	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.579	-0.0947	0.0107	1.0122	1.8311	8.1177	-4.9438	2.3401	4.9438	-159.3457	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.579	-0.0947	0.0273	1.0005	2.3193	7.8125	-4.4556	2.3511	4.9823	-159.3677	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.579	-0.0986	0.0371	0.9922	2.2583	7.2632	-4.1504	2.3621	5.0208	-159.3896	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.1025	0.0449	0.9839	1.8921	6.7139	-3.9063	2.3676	5.0592	-159.4061	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.1079	0.0503	0.9810	1.4648	5.6152	-3.8452	2.3785	5.0922	-159.4281	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.1025	0.0542	0.9756	0.8545	4.8218	-3.8452	2.3785	5.1196	-159.4446	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.1025	0.0522	0.9790	0.4272	4.2114	-3.9063	2.3840	5.1416	-159.4611	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.1060	0.0483	0.9839	0.2441	3.5400	-3.9063	2.3840	5.1581	-159.4830	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.1040	0.0459	0.9858	0.1831	2.9297	-4.0283	2.3840	5.1801	-159.4995	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.1001	0.0464	0.9873	0.0000	2.4414	-4.0894	2.3785	5.1910	-159.5215	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0967	0.0488	0.9883	-0.2441	2.1362	-4.1504	2.3785	5.2020	-159.5435	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0923	0.0498	0.9912	-0.6104	1.8921	-4.3945	2.3730	5.2130	-159.5654	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0879	0.0488	0.9927	-0.9155	1.7090	-4.5776	2.3676	5.2240	-159.5874	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0869	0.0474	0.9932	-1.3428	1.6479	-4.6997	2.3621	5.2350	-159.6094	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0884	0.0483	0.9927	-1.5869	1.4648	-5.0049	2.3511	5.2460	-159.6368	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0913	0.0493	0.9927	-1.8311	1.2817	-5.1270	2.3401	5.2515	-159.6588	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0918	0.0513	0.9922	-2.1973	1.0376	-5.4932	2.3291	5.2625	-159.6863	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0889	0.0498	0.9902	-2.5635	0.8545	-5.7983	2.3126	5.2679	-159.7192	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0874	0.0498	0.9834	-2.9907	0.6714	-6.1035	2.2961	5.2734	-159.7467	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0898	0.0503	0.9756	-3.3569	0.3662	-6.0425	2.2742	5.2734	-159.7797	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0918	0.0518	0.9717	-3.7231	0.1831	-6.2256	2.2577	5.2789	-159.8071	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.1001	0.0493	0.9702	-4.0894	-0.2441	-6.2256	2.2357	5.2789	-159.8401	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.1060	0.0464	0.9741	-4.3945	-0.9155	-6.3477	2.2083	5.2789	-159.8730	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.1040	0.0425	0.9790	-4.5166	-1.4038	-6.3477	2.1863	5.2734	-159.9060	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.1055	0.0391	0.9854	-4.4556	-1.9531	-6.5308	2.1588	5.2625	-159.9390	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.1040	0.0347	0.9888	-4.3335	-2.5024	-6.4697	2.1368	5.2570	-159.9719	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0981	0.0293	0.9863	-3.9063	-2.8687	-6.4087	2.1094	5.2405	-160.0049	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0928	0.0332	0.9863	-3.4180	-3.2349	-6.5918	2.0874	5.2295	-160.0378	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0874	0.0361	0.9854	-3.4790	-3.1738	-6.4087	2.0709	5.2130	-160.0708	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0967	0.0332	0.9873	-3.3569	-3.5400	-6.4697	2.0490	5.1965	-160.1093	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0967	0.0332	0.9849	-3.1738	-3.9673	-6.5918	2.0325	5.1801	-160.1422	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0952	0.0322	0.9839	-2.9297	-4.3335	-6.4697	2.0105	5.1581	-160.1752	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0923	0.0303	0.9829	-2.8076	-4.5776	-6.5918	1.9940	5.1416	-160.2081	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0898	0.0259	0.9824	-2.5024	-4.7607	-6.5918	1.9775	5.1196	-160.2411	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0903	0.0229	0.9805	-1.8921	-4.8828	-6.3477	1.9666	5.0922	-160.2740	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0933	0.0244	0.9834	-1.4648	-5.2490	-6.0425	1.9556	5.0702	-160.3070	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0957	0.0269	0.9902	-1.2207	-5.4932	-5.7983	1.9446	5.0427	-160.3400	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0996	0.0283	0.9912	-0.9155	-6.0425	-5.9204	1.9391	5.0153	-160.3729	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	13:34:23.580	-0.0952	0.0283	0.9902	-0.6714	-6.2866	-6.1035	1.9281	4.9878	-160.4004	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
