Estado,RMS_Ax,Varianza_Ay,Media_Az,Energia_Axyz,Jerk_Az,EntropiaEspectral_Az,Correlacion_AxAy,Varianza_Wz,Energia_Wxyz,Sujeto
REPOSO,0.045944516002724825,0.00021549360405143645,0.9875584541062802,202.57377842,0.4288834951456311,2.5160087604266548,0.20590775854499127,6.917593247319657,4920.078463149999,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,0.06460879624110125,0.0004920280856123663,1.0392482758620691,31.510749080000004,1.5274999999999996,1.7697694937889736,-0.1996427515115253,35.20080447938169,18879.181574460003,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,0.1127957047054541,0.016540482243749998,1.0035425,41.66384342,0.8210256410256411,1.8334668469363151,0.9878849462029543,35.99968328394375,16330.54496178,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,0.1667502233881562,0.012205217604,1.109808,64.67426112,1.8957142857142844,1.8039382042883416,0.8572514448548556,194.89335464078397,216001.93103058,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,3.873289911367338,3.0542985635937496,1.905728125,846.3722545700001,85.14774193548386,1.825626838333,-0.7844471346912216,8901.749757607882,1039540.7612035,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,0.18332940814798887,0.03231429703433163,1.2336189189189188,62.54050029,6.025000000000001,1.6005472685532303,0.856833229969677,1776.6375432660188,384882.6722415399,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,3.3165183278069255,2.9203443988323246,1.4071264150943392,1236.41136148,86.47826923076921,2.575270259254485,-0.771445292375171,10564.631882254127,2346623.6136963195,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,0.2968154696103288,0.04989213032222222,1.2905799999999998,57.29085116,6.836551724137931,1.5904764796201811,0.8673752309228602,692.9974070542668,387959.17803246,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,3.4925402113748345,3.458732308753462,1.4371771929824564,1449.71182999,93.3219642857143,2.880552409086428,-0.4319320345093776,12365.340509410084,2338816.54524836,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,5.268290241340163,6.611238805733333,2.000373333333333,1548.90000851,181.718275862069,2.0722289464747314,-0.7784406103575016,30794.710364636623,2504285.61671427,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,0.09145570338594626,0.01274620466942149,1.1917522727272727,65.65219106,3.4879069767441857,1.8262484822224063,0.7889426262098245,91.65396822617768,257948.12929687998,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,3.813113641080727,3.646622793227821,1.5119,1293.0378087,90.12166666666667,2.525069380988645,-0.6776011894481211,14275.342286242783,2017103.2926846198,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,0.26044619096292576,0.046970227866805415,1.2528838709677421,54.49811055,5.044000000000001,1.5641221671504137,0.900537128086676,1078.3711045574817,361670.06311572006,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,2.3863552748100263,1.224660048077221,1.2798488636363639,1076.48061763,50.49218390804597,2.9364910332974814,-0.6304889530603144,5059.366808204627,1828545.9006226799,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,0.19592244148367252,0.017113825220249835,1.1826153846153846,58.464395130000014,3.7752631578947358,1.6698776195513148,0.8338268868776147,560.2221066808283,273242.93294473004,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,5.148420446117431,5.715279044158951,1.6735111111111114,1659.3569199099998,151.49028571428568,2.2514048198035654,-0.7789516350354063,16702.045801969783,2392056.69490432,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,0.12669493982704194,0.018994473402469136,1.1939933333333337,68.15845508,3.7913636363636356,1.7998329128749613,0.7451437083789757,148.45043240288396,266413.64218961,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,5.064904034947336,5.931808452611863,1.9567451612903226,1428.6943805700002,163.44666666666666,2.0348589013173877,-0.7316145197952764,22998.87700675215,2138052.95472849,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,0.12655403490209233,0.01637792109375,1.2344249999999999,51.170560859999995,3.83516129032258,1.6995322580446457,0.503482081503116,778.4623627232714,269601.43088662997,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,3.6513714322675135,2.623797604616528,1.4403431034482757,1429.26308389,84.41929824561404,2.920116850963958,-0.7097580093584808,12594.991998161224,2121832.33948203,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,0.23381890513814316,0.0575630496,1.3330759999999997,49.91121019,7.072499999999999,1.4616169213527028,0.8817158452933617,1221.723998353216,345628.82767664,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,3.387473936329303,2.992654696218787,1.4166879310344829,1408.3608665299998,98.55333333333334,2.8864584216009894,-0.6950985756815588,14072.6286934381,2701968.52646073,SUGETO4_M_ESTUDIOCOMPLETO3
SALTO,0.05165032153129072,0.00017789494897959182,1.0374571428571429,15.11227913,0.46615384615384603,1.807803720864371,0.8137625405594154,5.295060405306123,1413.3130076300001,SUGETO4_M_ESTUDIOCOMPLETO3
