address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	q0	q1	q2	q3 
0x50	18:31:00.754	-0.0889	0.0811	0.9834	-6.6528	1.8311	-0.5493	4.7626	4.9603	-91.9061	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	18:31:00.754	-0.0894	0.0820	0.9844	-6.7749	1.8921	-0.5493	4.7296	4.9713	-91.9061	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	18:31:00.754	-0.0884	0.0811	0.9858	-6.7749	2.0752	-1.0376	4.6967	4.9823	-91.9116	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	18:31:00.754	-0.0903	0.0791	0.9873	-6.6528	2.2583	-1.0986	4.6582	4.9933	-91.9171	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	18:31:00.754	-0.0918	0.0791	0.9854	-6.6528	2.4414	-0.8545	4.6252	5.0043	-91.9226	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	18:31:00.754	-0.0938	0.0781	0.9839	-6.7749	2.4414	-0.9766	4.5923	5.0153	-91.9226	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	18:31:00.810	-0.0962	0.0771	0.9844	-6.7139	2.3804	-0.8545	4.5593	5.0262	-91.9281	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	18:31:00.810	-0.0962	0.0762	0.9844	-6.8359	2.3804	-0.7935	4.5209	5.0372	-91.9281	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	18:31:00.818	-0.0986	0.0767	0.9814	-6.4697	2.1362	-0.3662	4.4879	5.0482	-91.9336	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	18:31:00.818	-0.0981	0.0747	0.9824	-6.5918	1.8921	-0.4272	4.4550	5.0592	-91.9336	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
0x50	18:31:00.818	-0.1001	0.0688	0.9858	-6.4697	1.7090	-0.3662	4.4220	5.0702	-91.9336	0.0000	0	0	0	0.00000	0.00000	0.00000	0.00000 
